stateProvince,lat,long,geoCoordinate,scientificName,vernacularName,countryConservation
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-29.48800003,152.14795,"[-29.4880000254831,152.14795]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.24622404,150.014933,"[-37.2462240365137,150.014933]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-29.47737303,152.322337,"[-29.4773730254656,152.322336999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.39058404,149.881244,"[-37.3905840366691,149.881244]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.16625603,151.975497,"[-32.1662560297522,151.975497]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-37.30184704,149.913531,"[-37.3018470365739,149.913531]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-30.84920003,152.78204,"[-30.8492000276905,152.78204]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-30.05233003,153.0062,"[-30.0523300264057,153.0062]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.16625603,151.975497,"[-32.1662560297522,151.975497]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-37.41856604,149.951185,"[-37.4185660366989,149.951185]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81085003,151.299258,"[-33.8108500321806,151.299258]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.65045203,151.321812,"[-33.6504520319523,151.321812]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-34.11595103,151.105155,"[-34.1159510326094,151.105155]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-30.64463603,152.476394,"[-30.644636027363,152.476394]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81085003,151.299258,"[-33.8108500321806,151.299258]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.30060103,151.949857,"[-32.3006010299572,151.949857]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80757803,151.269234,"[-33.807578032176,151.269234]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81085003,151.299258,"[-33.8108500321806,151.299258]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.66326503,150.719619,"[-32.6632650305053,150.719619]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.12305003,152.29149,"[-32.123050029686,152.29149]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80859103,151.2924,"[-33.8085910321774,151.2924]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.92857003,149.61812,"[-35.9285700349892,149.61812]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81177503,151.301594,"[-33.811775032182,151.301594]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.12305003,152.29149,"[-32.123050029686,152.29149]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-28.47707002,153.33686,"[-28.4770700238119,153.336859999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81085003,151.299258,"[-33.8108500321806,151.299258]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81479303,151.298842,"[-33.8147930321862,151.298842]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81036103,151.299149,"[-33.8103610321799,151.299149]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567503,151.299356,"[-33.8156750321875,151.299356]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81036103,151.299149,"[-33.8103610321799,151.299149]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.37799904,149.906134,"[-37.3779990366556,149.906134]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81153303,151.301092,"[-33.8115330321816,151.301092]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567503,151.299356,"[-33.8156750321875,151.299356]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81459303,151.295413,"[-33.8145930321859,151.295413]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81177503,151.301594,"[-33.811775032182,151.301594]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567503,151.299356,"[-33.8156750321875,151.299356]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80877203,151.297103,"[-33.8087720321777,151.297103]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81253203,151.299813,"[-33.812532032183,151.299813]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-28.61094002,152.48651,"[-28.6109400240342,152.48651]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.64819003,151.14718,"[-33.648190031949,151.147179999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.20556204,150.012233,"[-37.2055620364695,150.012233]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-37.41856604,149.951185,"[-37.4185660366989,149.951185]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.16625603,151.975497,"[-32.1662560297522,151.975497]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-36.26600004,150.12848,"[-36.2660000353973,150.12848]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.23537804,149.567949,"[-37.2353780365019,149.567949]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81534903,151.298585,"[-33.815349032187,151.298585]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-28.53707002,153.42106,"[-28.5370700239116,153.42106]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-30.84920003,152.78204,"[-30.8492000276905,152.78204]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.87163003,148.15979,"[-35.8716300349192,148.15979]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.69316403,148.49787,"[-35.6931640346977,148.49787]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81567603,151.299357,"[-33.8156760321875,151.299357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81534903,151.298585,"[-33.815349032187,151.298585]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.69617603,151.292196,"[-33.6961760320176,151.292196]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-31.49278003,152.8773,"[-31.4927800287089,152.8773]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81481603,151.297415,"[-33.8148160321863,151.297415]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80997503,151.299869,"[-33.8099750321794,151.299869]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-29.57529003,153.33061,"[-29.5752900256264,153.33061]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-34.11804003,151.13208,"[-34.1180400326124,151.13208]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.58171503,148.614449,"[-35.5817150345577,148.614449]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-34.11377003,151.13147,"[-34.1137700326064,151.13147]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80476503,151.300718,"[-33.804765032172,151.300718]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.69316403,148.49787,"[-35.6931640346977,148.49787]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81190803,151.302726,"[-33.8119080321821,151.302726]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.32361503,151.951228,"[-32.3236150299922,151.951228]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.64819003,151.14718,"[-33.648190031949,151.147179999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.26322704,149.942639,"[-37.2632270365321,149.942639]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.35328003,148.64265,"[-35.353280034267,148.64265]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81479303,151.298842,"[-33.8147930321862,151.298842]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.59988003,151.67419,"[-32.5998800304101,151.67419]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.30666004,149.776885,"[-37.306660036579,149.776885]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81000503,151.300203,"[-33.8100050321795,151.300203]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81481003,151.297408,"[-33.8148100321863,151.297408]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81481003,151.297408,"[-33.8148100321863,151.297408]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-34.11377003,151.13147,"[-34.1137700326064,151.13147]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81017803,151.300254,"[-33.8101780321797,151.300254]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.12374003,152.28649,"[-32.1237400296871,152.28649]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81251703,151.29984,"[-33.812517032183,151.29984]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81251503,151.299816,"[-33.812515032183,151.299816]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81190803,151.302726,"[-33.8119080321821,151.302726]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-36.26260004,150.12883,"[-36.2626000353933,150.12883]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-30.64463603,152.476394,"[-30.644636027363,152.476394]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80286603,151.301004,"[-33.8028660321693,151.301004]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.01500204,149.765528,"[-37.0150020362599,149.765528]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81015203,151.300298,"[-33.8101520321796,151.300298]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.41856604,149.951185,"[-37.4185660366989,149.951185]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81635203,151.298036,"[-33.8163520321884,151.298036]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-37.22502504,149.976715,"[-37.2250250364907,149.976715]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.12305003,152.29149,"[-32.123050029686,152.29149]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.81903503,151.300371,"[-33.8190350321922,151.300371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81484803,151.298844,"[-33.8148480321863,151.298844]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81249903,151.299808,"[-33.812499032183,151.299808]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81618203,151.297339,"[-33.8161820321882,151.297339]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.81015203,151.300298,"[-33.8101520321796,151.300298]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.80995703,151.29987,"[-33.8099570321794,151.29987]",Perameles nasuta,Long-nosed bandicoot,Not Listed
